0.000;3.750;0.740;0.000;1.048;2.150;1.081;4.150;1.850
3.750;0.000;3.040;3.750;2.839;1.600;2.649;4.100;1.900
0.740;3.040;0.000;0.740;0.120;0.480;0.220;6.000;0.000
0.000;3.750;0.740;0.000;1.048;2.150;1.081;4.150;1.850
1.048;2.839;0.120;1.048;0.000;0.774;0.565;5.613;0.300
2.150;1.600;0.480;2.150;0.774;0.000;0.919;5.700;0.300
1.081;2.649;0.220;1.081;0.565;0.919;0.000;5.405;0.550
4.150;4.100;6.000;4.150;5.613;5.700;5.405;0.000;6.000
1.850;1.900;0.000;1.850;0.300;0.300;0.550;6.000;0.000
