0.000;3.750;1.480;0.000;1.452;2.150;1.189;4.150;3.700
3.750;0.000;3.040;3.750;2.839;1.600;2.649;4.100;3.800
1.480;3.040;0.000;1.480;0.240;0.480;0.440;7.200;0.000
0.000;3.750;1.480;0.000;1.452;2.150;1.189;4.150;3.700
1.452;2.839;0.240;1.452;0.000;0.774;0.742;6.194;0.600
2.150;1.600;0.480;2.150;0.774;0.000;0.919;5.700;0.600
1.189;2.649;0.440;1.189;0.742;0.919;0.000;5.568;1.100
4.150;4.100;7.200;4.150;6.194;5.700;5.568;0.000;12.000
3.700;3.800;0.000;3.700;0.600;0.600;1.100;12.000;0.000
